,State,Year,level,area,dem,real_wage_23,quint_label,sector,Sector_Type,Group,sex_cat,youth_cat,cws_type,emp_type
40867,Arunachal Pradesh,2022,State,urban/rural,CWS Type,17636.78,3,1,Urban,CWSType,NA,NA,2,NA
43768,Maharashtra,2023,State,urban/rural,CWS Type,17637.87,4,0,Rural,CWSType,NA,NA,3,NA
14701,Kerala,2023,State,urban/rural,Sex,17640.17,Total,1,Urban,Gender,1,NA,NA,NA
15441,Kerala,2023,State,urban/rural,Sex,17640.17,3,1,Urban,Gender,1,NA,NA,NA
52536,Uttar Pradesh,2020,State,urban/rural,Emp Type,17642.75,5,0,Rural,EmpType,NA,NA,NA,2
51362,Jammu and Kashmir,2020,State,All,Emp Type,17644.86,5,99,All,EmpType,NA,NA,NA,3
14578,Telangana,2023,State,All,Sex,17645.9,5,99,All,Gender,2,NA,NA,NA
888,Nagaland,2018,State,All,All Households,17647.3,4,99,All,Total,NA,NA,NA,NA
2212,Kerala,2019,State,urban/rural,All Households,17647.3,4,0,Rural,Total,NA,NA,NA,NA
6066,Uttar Pradesh,2017,State,urban/rural,Sex,17647.3,5,0,Rural,Gender,1,NA,NA,NA
14326,Manipur,2023,State,All,Sex,17647.3,5,99,All,Gender,2,NA,NA,NA
17579,Nagaland,2018,State,All,Youth,17647.3,4,99,All,Youth,NA,2,NA,NA
36854,Goa,2020,State,urban/rural,CWS Type,17647.3,2,0,Rural,CWSType,NA,NA,3,NA
658,Andhra Pradesh,2017,State,urban/rural,All Households,17647.36,4,1,Urban,Total,NA,NA,NA,NA
34026,Assam,2019,State,urban/rural,CWS Type,17648.04,4,1,Urban,CWSType,NA,NA,1,NA
59823,Andhra Pradesh,2023,State,urban/rural,Emp Type,17650.98,4,0,Rural,EmpType,NA,NA,NA,2
24584,Jammu and Kashmir,2022,State,urban/rural,Youth,17651.17,Total,1,Urban,Youth,NA,2,NA,NA
24680,Meghalaya,2022,State,urban/rural,Youth,17651.17,Total,1,Urban,Youth,NA,2,NA,NA
55908,Rajasthan,2022,State,All,Emp Type,17651.17,4,99,All,EmpType,NA,NA,NA,1
47250,Telangana,2018,State,All,Emp Type,17652.39,4,99,All,EmpType,NA,NA,NA,2
41970,Punjab,2023,State,All,CWS Type,17653.14,4,99,All,CWSType,NA,NA,3,NA
42113,Sikkim,2023,State,All,CWS Type,17654.45,4,99,All,CWSType,NA,NA,2,NA
3438,Bihar,2021,State,urban/rural,All Households,17655.57,5,0,Rural,Total,NA,NA,NA,NA
32052,Kerala,2018,State,urban/rural,CWS Type,17655.57,4,0,Rural,CWSType,NA,NA,2,NA
39160,Goa,2021,State,urban/rural,CWS Type,17655.57,3,0,Rural,CWSType,NA,NA,2,NA
53636,Goa,2021,State,All,Emp Type,17655.57,Total,99,All,EmpType,NA,NA,NA,1
54647,Haryana,2021,State,urban/rural,Emp Type,17655.57,4,0,Rural,EmpType,NA,NA,NA,2
49402,Daman & Diu,2019,State,All,Emp Type,17657.1,4,99,All,EmpType,NA,NA,NA,2
29791,Telangana,2017,State,urban/rural,CWS Type,17660.32,3,1,Urban,CWSType,NA,NA,3,NA
45223,Telangana,2017,State,urban/rural,Emp Type,17660.32,Total,1,Urban,EmpType,NA,NA,NA,1
9023,Delhi,2019,State,urban/rural,Sex,17661.48,2,0,Rural,Gender,1,NA,NA,NA
49883,Jammu and Kashmir,2019,State,urban/rural,Emp Type,17665.47,4,0,Rural,EmpType,NA,NA,NA,2
37048,Andaman and Nicobar Island,2020,State,urban/rural,CWS Type,17666.37,3,1,Urban,CWSType,NA,NA,1,NA
51941,Andaman and Nicobar Island,2020,State,All,Emp Type,17666.37,4,99,All,EmpType,NA,NA,NA,2
15444,Kerala,2023,State,urban/rural,Sex,17668.25,4,1,Urban,Gender,2,NA,NA,NA
59768,Daman & Diu,2023,State,urban/rural,Emp Type,17668.25,3,1,Urban,EmpType,NA,NA,NA,2
20575,Kerala,2019,State,urban/rural,Youth,17669.36,4,0,Rural,Youth,NA,2,NA,NA
35376,Andhra Pradesh,2020,State,All,CWS Type,17669.36,4,99,All,CWSType,NA,NA,3,NA
8313,Andaman and Nicobar Island,2019,State,All,Sex,17677.03,Total,99,All,Gender,1,NA,NA,NA
10677,Nagaland,2020,State,urban/rural,Sex,17677.62,2,1,Urban,Gender,1,NA,NA,NA
21844,Nagaland,2020,State,urban/rural,Youth,17677.62,4,1,Urban,Youth,NA,1,NA,NA
51962,Telangana,2020,State,All,Emp Type,17677.62,5,99,All,EmpType,NA,NA,NA,3
52066,Nagaland,2020,State,urban/rural,Emp Type,17677.62,Total,1,Urban,EmpType,NA,NA,NA,2
52685,Nagaland,2020,State,urban/rural,Emp Type,17677.62,3,1,Urban,EmpType,NA,NA,NA,2
24339,Tripura,2022,State,All,Youth,17677.63,5,99,All,Youth,NA,1,NA,NA
41025,Tripura,2022,State,urban/rural,CWS Type,17677.63,5,1,Urban,CWSType,NA,NA,2,NA
41933,Jammu and Kashmir,2023,State,All,CWS Type,17678.57,5,99,All,CWSType,NA,NA,1,NA
42866,Jammu and Kashmir,2023,State,urban/rural,CWS Type,17678.57,5,0,Rural,CWSType,NA,NA,1,NA
59344,Nagaland,2023,State,urban/rural,Emp Type,17678.57,5,0,Rural,EmpType,NA,NA,NA,2
14215,Uttrakhand,2023,State,All,Sex,17682.37,4,99,All,Gender,1,NA,NA,NA
42003,Uttrakhand,2023,State,All,CWS Type,17682.37,5,99,All,CWSType,NA,NA,1,NA
40160,Telangana,2022,State,All,CWS Type,17682.6,4,99,All,CWSType,NA,NA,2,NA
31998,Goa,2018,State,urban/rural,CWS Type,17686.29,2,1,Urban,CWSType,NA,NA,3,NA
4501,Andaman and Nicobar Island,2023,State,All,All Households,17687.79,Total,99,All,Total,NA,NA,NA,NA
4703,Andaman and Nicobar Island,2023,State,All,All Households,17687.79,3,99,All,Total,NA,NA,NA,NA
14564,Andaman and Nicobar Island,2023,State,All,Sex,17687.79,4,99,All,Gender,2,NA,NA,NA
41913,Andaman and Nicobar Island,2023,State,All,CWS Type,17687.79,Total,99,All,CWSType,NA,NA,1,NA
42546,Andaman and Nicobar Island,2023,State,All,CWS Type,17687.79,3,99,All,CWSType,NA,NA,1,NA
42838,Andaman and Nicobar Island,2023,State,urban/rural,CWS Type,17687.79,Total,0,Rural,CWSType,NA,NA,1,NA
44056,Andaman and Nicobar Island,2023,State,urban/rural,CWS Type,17687.79,3,0,Rural,CWSType,NA,NA,1,NA
52058,Arunachal Pradesh,2020,State,urban/rural,Emp Type,17688.89,Total,1,Urban,EmpType,NA,NA,NA,2
52651,Arunachal Pradesh,2020,State,urban/rural,Emp Type,17688.89,3,1,Urban,EmpType,NA,NA,NA,2
30170,Uttar Pradesh,2018,State,All,CWS Type,17690.63,4,99,All,CWSType,NA,NA,3,NA
50252,Sikkim,2019,State,urban/rural,Emp Type,17691.48,5,0,Rural,EmpType,NA,NA,NA,2
58900,Kerala,2023,State,urban/rural,Emp Type,17695.58,Total,1,Urban,EmpType,NA,NA,NA,1
10374,Andaman and Nicobar Island,2020,State,urban/rural,Sex,17696.03,Total,1,Urban,Gender,2,NA,NA,NA
11183,Andaman and Nicobar Island,2020,State,urban/rural,Sex,17696.03,3,1,Urban,Gender,2,NA,NA,NA
21284,Andaman and Nicobar Island,2020,State,All,Youth,17696.03,4,99,All,Youth,NA,1,NA,NA
4160,Sikkim,2022,State,urban/rural,All Households,17697.72,4,0,Rural,Total,NA,NA,NA,NA
25054,Sikkim,2022,State,urban/rural,Youth,17697.72,4,0,Rural,Youth,NA,2,NA,NA
22257,Goa,2020,State,urban/rural,Youth,17700.17,2,1,Urban,Youth,NA,2,NA,NA
53238,Goa,2020,State,urban/rural,Emp Type,17700.17,2,1,Urban,EmpType,NA,NA,NA,1
13629,Meghalaya,2022,State,urban/rural,Sex,17701.79,3,1,Urban,Gender,1,NA,NA,NA
24808,Jammu and Kashmir,2022,State,urban/rural,Youth,17701.79,3,1,Urban,Youth,NA,2,NA,NA
25221,Meghalaya,2022,State,urban/rural,Youth,17701.79,3,1,Urban,Youth,NA,2,NA,NA
51817,Andhra Pradesh,2020,State,All,Emp Type,17702.55,4,99,All,EmpType,NA,NA,NA,1
17774,Karnataka,2018,State,All,Youth,17705.45,4,99,All,Youth,NA,2,NA,NA
25831,Jammu and Kashmir,2023,State,All,Youth,17706.25,4,99,All,Youth,NA,2,NA,NA
42580,Jammu and Kashmir,2023,State,urban/rural,CWS Type,17706.25,Total,0,Rural,CWSType,NA,NA,3,NA
2033,Tripura,2019,State,urban/rural,All Households,17713.65,5,0,Rural,Total,NA,NA,NA,NA
4893,Bihar,2023,State,urban/rural,All Households,17715.24,4,1,Urban,Total,NA,NA,NA,NA
43192,Bihar,2023,State,urban/rural,CWS Type,17715.24,5,1,Urban,CWSType,NA,NA,1,NA
42862,Jammu and Kashmir,2023,State,urban/rural,CWS Type,17717.25,3,0,Rural,CWSType,NA,NA,3,NA
54447,Lakshadweep,2021,State,urban/rural,Emp Type,17717.27,Total,1,Urban,EmpType,NA,NA,NA,3
2304,Mizoram,2020,State,All,All Households,17722.78,Total,99,All,Total,NA,NA,NA,NA
2710,Uttar Pradesh,2020,State,urban/rural,All Households,17722.78,4,1,Urban,Total,NA,NA,NA,NA
43524,West Bengal,2023,State,urban/rural,CWS Type,17724.66,4,1,Urban,CWSType,NA,NA,3,NA
39949,Madhya Pradesh,2022,State,All,CWS Type,17726.09,5,99,All,CWSType,NA,NA,1,NA
13595,Tripura,2022,State,urban/rural,Sex,17726.25,4,0,Rural,Gender,1,NA,NA,NA
57179,Tripura,2022,State,urban/rural,Emp Type,17726.25,4,0,Rural,EmpType,NA,NA,NA,2
51416,Chandigarh,2020,State,All,Emp Type,17726.55,5,99,All,EmpType,NA,NA,NA,3
52380,Chandigarh,2020,State,urban/rural,Emp Type,17726.55,5,1,Urban,EmpType,NA,NA,NA,3
41324,Gujarat,2022,State,urban/rural,CWS Type,17730.77,4,1,Urban,CWSType,NA,NA,1,NA
56453,Bihar,2022,State,urban/rural,Emp Type,17730.77,Total,1,Urban,EmpType,NA,NA,NA,1
56080,Assam,2022,State,All,Emp Type,17731.29,4,99,All,EmpType,NA,NA,NA,1
2411,Mizoram,2020,State,All,All Households,17734.1,3,99,All,Total,NA,NA,NA,NA
2926,Andhra Pradesh,2020,State,urban/rural,All Households,17734.1,4,1,Urban,Total,NA,NA,NA,NA
10043,West Bengal,2020,State,All,Sex,17734.1,5,99,All,Gender,1,NA,NA,NA
10149,Karnataka,2020,State,All,Sex,17734.1,4,99,All,Gender,1,NA,NA,NA
11061,Goa,2020,State,urban/rural,Sex,17734.1,2,1,Urban,Gender,1,NA,NA,NA
11084,Lakshadweep,2020,State,urban/rural,Sex,17734.1,2,1,Urban,Gender,1,NA,NA,NA
20858,Jammu and Kashmir,2020,State,All,Youth,17734.1,5,99,All,Youth,NA,1,NA,NA
21209,Karnataka,2020,State,All,Youth,17734.1,5,99,All,Youth,NA,1,NA,NA
21512,Telangana,2020,State,urban/rural,Youth,17734.1,Total,1,Urban,Youth,NA,2,NA,NA
22404,Telangana,2020,State,urban/rural,Youth,17734.1,3,1,Urban,Youth,NA,2,NA,NA
26933,Assam,2023,State,urban/rural,Youth,17734.1,5,1,Urban,Youth,NA,1,NA,NA
34729,India,2020,National,urban/rural,CWS Type,17734.1,4,1,Urban,CWSType,NA,NA,2,NA
34991,Delhi,2020,State,All,CWS Type,17734.1,2,99,All,CWSType,NA,NA,3,NA
35068,Sikkim,2020,State,All,CWS Type,17734.1,3,99,All,CWSType,NA,NA,2,NA
35669,Meghalaya,2020,State,urban/rural,CWS Type,17734.1,Total,1,Urban,CWSType,NA,NA,3,NA
35757,Karnataka,2020,State,urban/rural,CWS Type,17734.1,Total,1,Urban,CWSType,NA,NA,3,NA
36045,Delhi,2020,State,urban/rural,CWS Type,17734.1,2,1,Urban,CWSType,NA,NA,3,NA
36307,Manipur,2020,State,urban/rural,CWS Type,17734.1,3,1,Urban,CWSType,NA,NA,3,NA
36308,Manipur,2020,State,urban/rural,CWS Type,17734.1,4,1,Urban,CWSType,NA,NA,1,NA
36421,Meghalaya,2020,State,urban/rural,CWS Type,17734.1,3,1,Urban,CWSType,NA,NA,3,NA
36537,Jharkhand,2020,State,urban/rural,CWS Type,17734.1,4,1,Urban,CWSType,NA,NA,2,NA
36838,Karnataka,2020,State,urban/rural,CWS Type,17734.1,3,1,Urban,CWSType,NA,NA,3,NA
51308,Maharashtra,2020,State,All,Emp Type,17734.1,Total,99,All,EmpType,NA,NA,NA,1
51336,Puducherry,2020,State,All,Emp Type,17734.1,Total,99,All,EmpType,NA,NA,NA,1
51393,Punjab,2020,State,All,Emp Type,17734.1,4,99,All,EmpType,NA,NA,NA,1
52019,Delhi,2020,State,urban/rural,Emp Type,17734.1,Total,1,Urban,EmpType,NA,NA,NA,3
52051,Sikkim,2020,State,urban/rural,Emp Type,17734.1,Total,1,Urban,EmpType,NA,NA,NA,3
52185,Karnataka,2020,State,urban/rural,Emp Type,17734.1,Total,1,Urban,EmpType,NA,NA,NA,1
52415,Uttrakhand,2020,State,urban/rural,Emp Type,17734.1,5,1,Urban,EmpType,NA,NA,NA,3
52618,Sikkim,2020,State,urban/rural,Emp Type,17734.1,3,1,Urban,EmpType,NA,NA,NA,3
52895,West Bengal,2020,State,urban/rural,Emp Type,17734.1,4,1,Urban,EmpType,NA,NA,NA,1
44661,West Bengal,2017,State,All,Emp Type,17736.37,5,99,All,EmpType,NA,NA,NA,2
45999,Madhya Pradesh,2017,State,urban/rural,Emp Type,17740.32,5,0,Rural,EmpType,NA,NA,NA,2
46930,Meghalaya,2018,State,All,Emp Type,17741.86,3,99,All,EmpType,NA,NA,NA,1
30755,Sikkim,2018,State,urban/rural,CWS Type,17742.2,Total,1,Urban,CWSType,NA,NA,3,NA
51532,Sikkim,2020,State,All,Emp Type,17745.44,3,99,All,EmpType,NA,NA,NA,1
3236,Karnataka,2021,State,All,All Households,17750.79,4,99,All,Total,NA,NA,NA,NA
508,Mizoram,2017,State,urban/rural,All Households,17754.72,4,0,Rural,Total,NA,NA,NA,NA
28780,Rajasthan,2017,State,urban/rural,CWS Type,17754.72,5,0,Rural,CWSType,NA,NA,1,NA
1632,Sikkim,2019,State,All,All Households,17755.59,4,99,All,Total,NA,NA,NA,NA
27365,Telangana,2023,State,urban/rural,Youth,17757.89,4,1,Urban,Youth,NA,1,NA,NA
4497,Lakshadweep,2023,State,All,All Households,17761.87,Total,99,All,Total,NA,NA,NA,NA
4679,Lakshadweep,2023,State,All,All Households,17761.87,3,99,All,Total,NA,NA,NA,NA
14149,Lakshadweep,2023,State,All,Sex,17761.87,Total,99,All,Gender,1,NA,NA,NA
42808,Lakshadweep,2023,State,urban/rural,CWS Type,17761.87,Total,0,Rural,CWSType,NA,NA,3,NA
58889,Lakshadweep,2023,State,urban/rural,Emp Type,17761.87,Total,0,Rural,EmpType,NA,NA,NA,2
59925,Lakshadweep,2023,State,urban/rural,Emp Type,17761.87,3,0,Rural,EmpType,NA,NA,NA,2
39836,Meghalaya,2022,State,All,CWS Type,17762.34,5,99,All,CWSType,NA,NA,2,NA
5722,Telangana,2017,State,All,Sex,17764.66,4,99,All,Gender,1,NA,NA,NA
16641,Sikkim,2017,State,urban/rural,Youth,17765.63,5,1,Urban,Youth,NA,1,NA,NA
38967,Madhya Pradesh,2021,State,urban/rural,CWS Type,17767.76,5,0,Rural,CWSType,NA,NA,1,NA
22379,Andaman and Nicobar Island,2020,State,urban/rural,Youth,17768.16,4,1,Urban,Youth,NA,1,NA,NA
35281,Chhattisgarh,2020,State,All,CWS Type,17768.16,4,99,All,CWSType,NA,NA,3,NA
2608,Jammu and Kashmir,2020,State,urban/rural,All Households,17769.31,4,0,Rural,Total,NA,NA,NA,NA
35537,Jammu and Kashmir,2020,State,urban/rural,CWS Type,17769.31,Total,0,Rural,CWSType,NA,NA,3,NA
35823,Jammu and Kashmir,2020,State,urban/rural,CWS Type,17769.31,3,0,Rural,CWSType,NA,NA,3,NA
51796,Maharashtra,2020,State,All,Emp Type,17769.31,3,99,All,EmpType,NA,NA,NA,1
59324,Arunachal Pradesh,2023,State,urban/rural,Emp Type,17774.13,4,1,Urban,EmpType,NA,NA,NA,2
46420,Telangana,2017,State,urban/rural,Emp Type,17777.79,3,1,Urban,EmpType,NA,NA,NA,1
19466,Maharashtra,2019,State,All,Youth,17778.28,4,99,All,Youth,NA,2,NA,NA
22405,Telangana,2020,State,urban/rural,Youth,17779.54,4,1,Urban,Youth,NA,1,NA,NA
54453,Kerala,2021,State,urban/rural,Emp Type,17780.26,Total,1,Urban,EmpType,NA,NA,NA,1
55250,Madhya Pradesh,2021,State,urban/rural,Emp Type,17780.26,4,1,Urban,EmpType,NA,NA,NA,2
7709,Mizoram,2018,State,urban/rural,Sex,17780.49,4,0,Rural,Gender,1,NA,NA,NA
16730,Mizoram,2017,State,urban/rural,Youth,17780.49,4,0,Rural,Youth,NA,2,NA,NA
47522,Andaman and Nicobar Island,2018,State,urban/rural,Emp Type,17780.49,Total,0,Rural,EmpType,NA,NA,NA,2
59334,Nagaland,2023,State,urban/rural,Emp Type,17780.49,2,0,Rural,EmpType,NA,NA,NA,1
43525,West Bengal,2023,State,urban/rural,CWS Type,17781.44,5,1,Urban,CWSType,NA,NA,1,NA
59976,Kerala,2023,State,urban/rural,Emp Type,17781.44,3,1,Urban,EmpType,NA,NA,NA,1
53349,Tamil Nadu,2020,State,urban/rural,Emp Type,17786.19,5,1,Urban,EmpType,NA,NA,NA,3
405,Haryana,2017,State,urban/rural,All Households,17790.94,3,1,Urban,Total,NA,NA,NA,NA
2854,Odisha,2020,State,urban/rural,All Households,17790.94,4,1,Urban,Total,NA,NA,NA,NA
10245,Himachal Pradesh,2020,State,urban/rural,Sex,17790.94,Total,1,Urban,Gender,1,NA,NA,NA
10419,Himachal Pradesh,2020,State,urban/rural,Sex,17790.94,3,1,Urban,Gender,1,NA,NA,NA
10585,Uttar Pradesh,2020,State,urban/rural,Sex,17790.94,4,1,Urban,Gender,1,NA,NA,NA
12964,Gujarat,2022,State,All,Sex,17790.94,4,99,All,Gender,1,NA,NA,NA
14940,Bihar,2023,State,urban/rural,Sex,17790.94,4,1,Urban,Gender,1,NA,NA,NA
15252,Madhya Pradesh,2023,State,urban/rural,Sex,17790.94,4,1,Urban,Gender,1,NA,NA,NA
20788,Mizoram,2020,State,All,Youth,17790.94,Total,99,All,Youth,NA,2,NA,NA
21037,Mizoram,2020,State,All,Youth,17790.94,3,99,All,Youth,NA,2,NA,NA
21561,Himachal Pradesh,2020,State,urban/rural,Youth,17790.94,5,1,Urban,Youth,NA,1,NA,NA
36342,Mizoram,2020,State,urban/rural,CWS Type,17790.94,2,1,Urban,CWSType,NA,NA,3,NA
51977,Himachal Pradesh,2020,State,urban/rural,Emp Type,17790.94,Total,1,Urban,EmpType,NA,NA,NA,1
52309,Himachal Pradesh,2020,State,urban/rural,Emp Type,17790.94,4,1,Urban,EmpType,NA,NA,NA,3
52967,Odisha,2020,State,urban/rural,Emp Type,17790.94,4,1,Urban,EmpType,NA,NA,NA,2
59256,Bihar,2023,State,urban/rural,Emp Type,17790.94,4,1,Urban,EmpType,NA,NA,NA,2
34530,Tamil Nadu,2019,State,urban/rural,CWS Type,17791.68,4,0,Rural,CWSType,NA,NA,3,NA
21169,Daman & Diu,2020,State,All,Youth,17792.92,4,99,All,Youth,NA,2,NA,NA
29116,Meghalaya,2017,State,urban/rural,CWS Type,17793.4,5,0,Rural,CWSType,NA,NA,1,NA
30113,Haryana,2018,State,All,CWS Type,17793.4,4,99,All,CWSType,NA,NA,2,NA
10236,Telangana,2020,State,All,Sex,17797.28,5,99,All,Gender,2,NA,NA,NA
56264,Goa,2022,State,All,Emp Type,17799.5,4,99,All,EmpType,NA,NA,NA,3
48290,Chhattisgarh,2018,State,urban/rural,Emp Type,17803.62,4,1,Urban,EmpType,NA,NA,NA,2
34643,Telangana,2019,State,urban/rural,CWS Type,17804.49,5,0,Rural,CWSType,NA,NA,1,NA
49585,Telangana,2019,State,All,Emp Type,17804.49,4,99,All,EmpType,NA,NA,NA,2
18447,Mizoram,2018,State,urban/rural,Youth,17806.33,4,0,Rural,Youth,NA,2,NA,NA
46899,Mizoram,2018,State,All,Emp Type,17806.33,4,99,All,EmpType,NA,NA,NA,2
57269,Assam,2022,State,urban/rural,Emp Type,17807.61,5,1,Urban,EmpType,NA,NA,NA,3
53412,Andaman and Nicobar Island,2020,State,urban/rural,Emp Type,17808.38,3,1,Urban,EmpType,NA,NA,NA,3
42285,Jharkhand,2023,State,All,CWS Type,17809.97,4,99,All,CWSType,NA,NA,3,NA
42095,Bihar,2023,State,All,CWS Type,17810.14,4,99,All,CWSType,NA,NA,3,NA
3269,Himachal Pradesh,2021,State,urban/rural,All Households,17811.7,Total,1,Urban,Total,NA,NA,NA,NA
38172,Telangana,2021,State,urban/rural,CWS Type,17811.7,Total,1,Urban,CWSType,NA,NA,2,NA
39106,Andhra Pradesh,2021,State,urban/rural,CWS Type,17811.7,4,1,Urban,CWSType,NA,NA,2,NA
39835,Meghalaya,2022,State,All,CWS Type,17813.02,5,99,All,CWSType,NA,NA,1,NA
53174,Andhra Pradesh,2020,State,urban/rural,Emp Type,17813.04,4,1,Urban,EmpType,NA,NA,NA,2
4710,Telangana,2023,State,All,All Households,17815.88,4,99,All,Total,NA,NA,NA,NA
28083,Andhra Pradesh,2017,State,All,CWS Type,17817.3,5,99,All,CWSType,NA,NA,2,NA
48355,Gujarat,2018,State,urban/rural,Emp Type,17817.3,3,1,Urban,EmpType,NA,NA,NA,1
9386,Chhattisgarh,2019,State,urban/rural,Sex,17817.84,5,0,Rural,Gender,1,NA,NA,NA
44991,Haryana,2017,State,urban/rural,Emp Type,17818.36,Total,1,Urban,EmpType,NA,NA,NA,1
44588,Mizoram,2017,State,All,Emp Type,17819.29,4,99,All,EmpType,NA,NA,NA,2
4425,Andaman and Nicobar Island,2022,State,urban/rural,All Households,17820.05,3,0,Rural,Total,NA,NA,NA,NA
24779,Andaman and Nicobar Island,2022,State,urban/rural,Youth,17820.05,Total,0,Rural,Youth,NA,2,NA,NA
39523,Andaman and Nicobar Island,2022,State,All,CWS Type,17820.05,Total,99,All,CWSType,NA,NA,3,NA
40266,Nagaland,2022,State,urban/rural,CWS Type,17820.05,Total,0,Rural,CWSType,NA,NA,3,NA
56348,Andaman and Nicobar Island,2022,State,All,Emp Type,17820.05,3,99,All,EmpType,NA,NA,NA,2
8739,Jammu and Kashmir,2019,State,urban/rural,Sex,17825.22,Total,1,Urban,Gender,1,NA,NA,NA
4839,Haryana,2023,State,urban/rural,All Households,17827.21,4,0,Rural,Total,NA,NA,NA,NA
8260,Delhi,2019,State,All,Sex,17827.68,Total,99,All,Gender,2,NA,NA,NA
34657,Telangana,2019,State,urban/rural,CWS Type,17827.68,3,1,Urban,CWSType,NA,NA,2,NA
42173,Manipur,2023,State,All,CWS Type,17829.04,5,99,All,CWSType,NA,NA,2,NA
59396,Manipur,2023,State,urban/rural,Emp Type,17829.04,5,1,Urban,EmpType,NA,NA,NA,3
1448,Lakshadweep,2018,State,urban/rural,All Households,17832.86,2,1,Urban,Total,NA,NA,NA,NA
8075,Lakshadweep,2018,State,urban/rural,Sex,17832.86,2,1,Urban,Gender,1,NA,NA,NA
29987,Lakshadweep,2018,State,All,CWS Type,17832.86,Total,99,All,CWSType,NA,NA,1,NA
30564,Lakshadweep,2018,State,All,CWS Type,17832.86,3,99,All,CWSType,NA,NA,1,NA
30905,Lakshadweep,2018,State,urban/rural,CWS Type,17832.86,Total,1,Urban,CWSType,NA,NA,1,NA
32032,Lakshadweep,2018,State,urban/rural,CWS Type,17832.86,3,1,Urban,CWSType,NA,NA,1,NA
48550,Lakshadweep,2018,State,urban/rural,Emp Type,17832.86,2,1,Urban,EmpType,NA,NA,NA,3
1070,Gujarat,2018,State,urban/rural,All Households,17833.81,Total,1,Urban,Total,NA,NA,NA,NA
51920,Puducherry,2020,State,All,Emp Type,17833.81,3,99,All,EmpType,NA,NA,NA,1
1491,Andaman and Nicobar Island,2018,State,urban/rural,All Households,17836.58,3,0,Rural,Total,NA,NA,NA,NA
8456,Arunachal Pradesh,2019,State,All,Sex,17836.58,4,99,All,Gender,2,NA,NA,NA
4767,Karnataka,2023,State,urban/rural,All Households,17837.3,Total,1,Urban,Total,NA,NA,NA,NA
5108,Karnataka,2023,State,urban/rural,All Households,17837.3,3,1,Urban,Total,NA,NA,NA,NA
42771,Daman & Diu,2023,State,urban/rural,CWS Type,17838.59,Total,1,Urban,CWSType,NA,NA,2,NA
36443,Assam,2020,State,urban/rural,CWS Type,17839.5,4,0,Rural,CWSType,NA,NA,3,NA
35526,Telangana,2020,State,All,CWS Type,17839.71,4,99,All,CWSType,NA,NA,2,NA
22197,Andhra Pradesh,2020,State,urban/rural,Youth,17840.09,5,0,Rural,Youth,NA,1,NA,NA
40139,Andaman and Nicobar Island,2022,State,All,CWS Type,17841.4,3,99,All,CWSType,NA,NA,3,NA
56988,Bihar,2022,State,urban/rural,Emp Type,17841.4,3,1,Urban,EmpType,NA,NA,NA,1
59735,Gujarat,2023,State,urban/rural,Emp Type,17841.4,3,1,Urban,EmpType,NA,NA,NA,2
2717,Bihar,2020,State,urban/rural,All Households,17847.84,5,0,Rural,Total,NA,NA,NA,NA
18070,Andaman and Nicobar Island,2018,State,urban/rural,Youth,17847.84,Total,0,Rural,Youth,NA,2,NA,NA
18934,Andaman and Nicobar Island,2018,State,urban/rural,Youth,17847.84,3,0,Rural,Youth,NA,2,NA,NA
2443,Jharkhand,2020,State,All,All Households,17848.15,5,99,All,Total,NA,NA,NA,NA
2842,Jharkhand,2020,State,urban/rural,All Households,17848.15,4,1,Urban,Total,NA,NA,NA,NA
24535,Tamil Nadu,2022,State,All,Youth,17849.58,4,99,All,Youth,NA,2,NA,NA
56319,Tamil Nadu,2022,State,All,Emp Type,17849.58,5,99,All,EmpType,NA,NA,NA,3
1710,Gujarat,2019,State,All,All Households,17851.27,4,99,All,Total,NA,NA,NA,NA
43844,Karnataka,2023,State,urban/rural,CWS Type,17855.36,4,0,Rural,CWSType,NA,NA,3,NA
23266,Chandigarh,2021,State,urban/rural,Youth,17856.57,5,0,Rural,Youth,NA,1,NA,NA
10422,Himachal Pradesh,2020,State,urban/rural,Sex,17859.63,4,1,Urban,Gender,2,NA,NA,NA
35882,Himachal Pradesh,2020,State,urban/rural,CWS Type,17859.63,4,1,Urban,CWSType,NA,NA,2,NA
52304,Himachal Pradesh,2020,State,urban/rural,Emp Type,17859.63,3,1,Urban,EmpType,NA,NA,NA,1
19310,Manipur,2019,State,All,Youth,17859.78,4,99,All,Youth,NA,2,NA,NA
52209,Kerala,2020,State,urban/rural,Emp Type,17866.1,Total,1,Urban,EmpType,NA,NA,NA,1
43485,Assam,2023,State,urban/rural,CWS Type,17867.3,4,1,Urban,CWSType,NA,NA,2,NA
20063,Sikkim,2019,State,urban/rural,Youth,17870.4,5,0,Rural,Youth,NA,1,NA,NA
21730,Uttar Pradesh,2020,State,urban/rural,Youth,17870.4,5,0,Rural,Youth,NA,2,NA,NA
30221,Arunachal Pradesh,2018,State,All,CWS Type,17870.4,2,99,All,CWSType,NA,NA,3,NA
31344,Arunachal Pradesh,2018,State,urban/rural,CWS Type,17870.4,2,0,Rural,CWSType,NA,NA,3,NA
33751,Sikkim,2019,State,urban/rural,CWS Type,17870.4,4,0,Rural,CWSType,NA,NA,3,NA
56298,Kerala,2022,State,All,Emp Type,17870.4,4,99,All,EmpType,NA,NA,NA,3
36426,Meghalaya,2020,State,urban/rural,CWS Type,17871.13,5,1,Urban,CWSType,NA,NA,2,NA
